YEAR,ROUND,REGION,T1ID,T1SEED,T1SCORE,T1NAME,T1PTS,T1REB,T1AST,T1STL,T1BLK,T1TO,T1FG%,T1FT%,T13P%,T1W,T1L,T1HW,T1HL,T1AW,T1AL,T1BPI,T1SOS,T1SOR,T1REC,T1HREC,T1AREC,T2ID,T2SEED,T2SCORE,T2NAME,T2PTS,T2REB,T2AST,T2STL,T2BLK,T2TO,T2FG%,T2FT%,T23P%,T2W,T2L,T2HW,T2HL,T2AW,T2AL,T2BPI,T2SOS,T2SOR,T2REC,T2HREC,T2AREC,SEEDDIFF,BPIDIFF,SOSDIFF,SORDIFF,WINNER
2018,1.0,2.0,130,3,61,Michigan Wolverines,74.5,33.3,14.8,6.3,3.2,9.1,47.1,65.9,36.9,33,8,15,1,6,5,12,28,3,0.805,0.938,0.545,149,14,47,Montana Grizzlies,78.1,37.1,12.8,7.8,3.4,12.4,47.1,70.6,34.3,26,8,14,0,8,6,107,246,85,0.765,1.0,0.571,-11,-95,-218,-82,0
2018,1.0,2.0,2250,4,68,Gonzaga Bulldogs,84.5,39.9,15.7,6.4,3.7,11.3,50.3,72.2,37.4,32,5,15,1,10,1,10,90,15,0.865,0.938,0.909,2430,13,64,UNC Greensboro Spartans,73.5,37.1,14.1,7.7,3.9,13.8,44.6,70.1,35.8,27,8,16,1,8,6,85,179,70,0.771,0.941,0.571,-9,-75,-89,-55,0
2018,1.0,2.0,194,5,81,Ohio State Buckeyes,75.8,36.6,14.8,6.0,4.0,11.8,48.5,72.6,35.3,25,9,16,2,6,2,17,35,16,0.735,0.889,0.75,2571,12,73,South Dakota State Jackrabbits,84.9,39.0,13.5,5.0,2.3,10.0,47.0,76.0,40.3,28,7,15,0,8,4,87,159,53,0.8,1.0,0.667,-7,-70,-124,-37,0
2018,1.0,2.0,248,6,67,Houston Cougars,78.1,38.9,15.0,6.4,3.2,12.2,46.9,71.4,38.9,27,8,15,0,7,5,18,67,19,0.771,1.0,0.583,21,11,65,San Diego State Aztecs,77.5,37.7,14.9,6.3,3.2,11.9,46.1,72.1,33.9,22,11,13,2,4,7,53,93,72,0.667,0.867,0.364,-5,-35,-26,-53,0
2018,1.0,2.0,245,7,73,Texas A&M Aggies,75.0,41.3,15.5,5.6,5.9,13.5,45.7,66.7,32.7,22,13,13,3,4,7,32,6,23,0.629,0.812,0.364,2507,10,69,Providence Friars,73.7,35.9,13.8,6.9,3.8,12.5,44.2,70.3,33.3,21,14,13,4,4,7,62,22,42,0.6,0.765,0.364,-3,-30,-16,-19,0
2018,1.0,2.0,142,8,54,Missouri Tigers,73.3,37.0,13.6,5.2,4.3,14.2,45.3,73.6,38.5,20,13,13,3,5,6,49,54,52,0.606,0.812,0.455,52,9,67,Florida State Seminoles,81.8,38.0,15.3,6.7,5.2,13.0,47.4,68.5,35.1,23,12,13,2,4,7,29,20,21,0.657,0.867,0.364,-1,20,34,31,1
2018,1.0,3.0,222,1,87,Villanova Wildcats,87.1,35.6,16.7,6.7,4.0,10.4,50.4,77.1,39.8,36,4,12,1,9,3,1,11,1,0.9,0.923,0.75,2515,16,61,Radford Highlanders,67.4,34.6,12.2,6.3,2.9,12.2,42.6,72.3,35.0,23,13,12,2,7,10,167,193,138,0.639,0.857,0.412,-15,-166,-182,-137,0
2018,1.0,3.0,2509,2,74,Purdue Boilermakers,81.1,35.0,16.7,5.8,5.0,10.7,49.7,74.3,42.0,30,7,16,1,8,2,4,34,8,0.811,0.941,0.8,2239,15,48,CSU Fullerton Titans,73.2,35.1,12.8,6.4,3.3,14.1,47.0,73.4,33.8,20,12,9,4,7,7,186,211,141,0.625,0.692,0.5,-13,-182,-177,-133,0
2018,1.0,3.0,2641,3,70,Texas Tech Red Raiders,75.2,35.9,14.4,7.4,4.3,12.5,46.4,70.1,36.6,27,10,17,1,4,6,11,7,10,0.73,0.944,0.4,2617,14,60,Stephen F. Austin Lumberjacks,81.1,35.8,14.4,10.3,3.1,15.6,48.8,70.5,37.2,28,7,16,1,9,5,110,328,90,0.8,0.941,0.643,-11,-99,-321,-80,0
2018,1.0,3.0,2724,4,75,Wichita State Shockers,83.0,40.5,18.5,4.7,3.9,11.6,47.8,73.8,38.5,25,8,13,3,9,2,15,68,22,0.758,0.812,0.818,276,13,81,Marshall Thundering Herd,84.3,36.2,17.2,6.8,5.9,13.2,46.9,76.7,35.4,25,11,15,2,6,8,117,115,75,0.694,0.882,0.429,-9,-102,-47,-53,1
2018,1.0,3.0,277,5,85,West Virginia Mountaineers,79.6,37.9,15.1,8.0,5.3,11.3,43.4,76.6,35.3,26,11,14,3,5,5,9,12,14,0.703,0.824,0.5,93,12,68,Murray State Racers,78.9,37.1,14.8,6.8,3.2,11.9,48.5,73.0,37.9,26,6,14,2,10,3,63,249,62,0.812,0.875,0.769,-7,-54,-237,-48,0
2018,1.0,3.0,57,6,77,Florida Gators,76.1,35.1,13.0,6.9,4.7,9.8,43.4,71.9,37.5,21,13,12,5,5,4,25,18,36,0.618,0.706,0.556,179,11,62,St. Bonaventure Bonnies,77.9,35.6,14.2,6.9,3.6,11.5,45.6,75.4,39.8,26,8,13,1,9,4,60,80,35,0.765,0.929,0.692,-5,-35,-62,1,0
2018,1.0,3.0,8,7,62,Arkansas Razorbacks,81.1,34.8,14.5,6.2,4.6,11.0,47.7,67.8,40.1,23,12,15,2,3,7,41,36,29,0.657,0.882,0.3,2086,10,79,Butler Bulldogs,79.1,34.0,14.0,6.7,2.9,11.2,47.2,77.1,35.6,21,14,14,3,3,7,21,5,31,0.6,0.824,0.3,-3,20,31,-2,1
2018,1.0,3.0,259,8,83,Virginia Tech Hokies,79.7,33.0,16.5,5.8,2.3,11.9,49.8,71.0,38.5,21,12,14,4,6,5,30,43,39,0.636,0.778,0.545,333,9,86,Alabama Crimson Tide,72.4,36.3,12.5,6.4,5.5,14.1,45.8,67.2,32.4,20,16,12,5,2,8,54,15,50,0.556,0.706,0.2,-1,-24,28,-11,1
2018,1.0,4.0,2305,1,76,Kansas Jayhawks,81.5,35.2,17.0,6.6,4.2,11.7,49.8,70.0,40.3,31,8,14,4,7,3,7,3,4,0.795,0.778,0.7,219,16,60,Pennsylvania Quakers,76.7,37.9,15.5,6.0,2.8,12.0,46.0,66.3,34.7,24,9,11,3,9,4,100,254,99,0.727,0.786,0.692,-15,-93,-251,-95,0
2018,1.0,4.0,150,2,89,Duke Blue Devils,84.7,41.9,17.5,7.5,5.4,12.6,49.3,70.8,37.8,29,8,15,1,6,5,3,8,6,0.784,0.938,0.545,314,15,67,Iona Gaels,79.8,33.8,15.9,6.8,3.1,11.7,46.2,73.9,38.8,20,14,8,3,7,8,116,176,148,0.588,0.727,0.467,-13,-113,-168,-142,0
2018,1.0,4.0,127,3,82,Michigan State Spartans,81.0,40.8,19.3,4.1,7.4,13.2,50.4,75.1,41.3,30,5,16,1,8,1,6,60,7,0.857,0.941,0.889,2083,14,78,Bucknell Bison,81.1,36.9,14.5,5.6,4.4,12.6,47.2,71.8,34.3,25,10,15,1,10,8,81,175,88,0.714,0.938,0.556,-11,-75,-115,-81,0
2018,1.0,4.0,2,4,62,Auburn Tigers,83.4,38.2,14.4,7.4,5.4,12.3,43.9,78.6,36.6,26,8,15,1,7,4,23,65,18,0.765,0.938,0.636,232,13,58,Charleston Cougars,75.1,33.0,11.4,5.2,3.6,9.6,46.0,75.9,36.4,26,8,14,0,7,6,114,240,83,0.765,1.0,0.538,-9,-91,-175,-65,0
2018,1.0,4.0,228,5,79,Clemson Tigers,73.3,35.5,13.2,5.7,4.8,12.1,45.3,75.7,36.6,25,10,15,1,4,6,16,14,13,0.714,0.938,0.4,166,12,68,New Mexico State Aggies,75.9,41.5,14.1,5.6,3.1,12.7,46.0,64.3,33.3,28,6,14,1,8,3,70,173,49,0.824,0.933,0.727,-7,-54,-159,-36,0
2018,1.0,4.0,2628,6,52,TCU Horned Frogs,83.0,36.4,18.8,6.6,3.6,12.7,49.9,70.8,40.0,21,12,15,3,3,7,22,26,32,0.636,0.833,0.3,183,11,57,Syracuse Orange,67.5,37.4,11.0,7.2,5.6,12.6,41.8,74.1,32.2,23,14,14,5,4,6,45,24,33,0.622,0.737,0.4,-5,-23,2,-1,1
2018,1.0,4.0,227,7,83,Rhode Island Rams,76.8,34.3,15.4,7.6,3.5,10.6,46.2,71.2,35.0,26,8,15,1,7,4,36,77,30,0.765,0.938,0.636,201,10,78,Oklahoma Sooners,85.2,38.3,15.1,6.6,4.7,13.4,46.4,74.8,36.3,18,14,13,2,2,9,44,4,44,0.562,0.867,0.182,-3,-8,73,-14,0
2018,1.0,4.0,2550,8,94,Seton Hall Pirates,79.0,38.2,15.8,6.3,3.5,12.8,46.8,69.3,36.4,22,12,14,3,5,6,27,19,25,0.647,0.824,0.455,152,9,83,NC State Wolfpack,81.2,35.7,16.2,7.5,3.8,12.2,47.0,70.0,37.2,21,12,16,3,4,5,48,51,43,0.636,0.842,0.444,-1,-21,-32,-18,0
2018,2.0,1.0,2378,16,43,UMBC Retrievers,73.9,34.8,15.4,7.5,2.5,12.1,44.5,64.9,38.7,25,11,15,2,9,7,156,168,101,0.694,0.882,0.562,2306,9,50,Kansas State Wildcats,72.4,30.6,14.3,7.8,3.0,11.5,47.2,74.3,34.4,25,12,14,4,6,5,47,31,20,0.676,0.778,0.545,7,109,137,81,1
2018,2.0,1.0,2132,2,73,Cincinnati Bearcats,75.0,39.1,16.2,7.4,5.5,11.4,45.3,68.8,35.8,31,5,15,1,9,2,5,74,11,0.861,0.938,0.818,2440,7,75,Nevada Wolf Pack,83.1,36.0,16.4,6.3,4.1,9.9,46.8,74.7,39.8,29,8,14,1,11,3,31,82,28,0.784,0.933,0.786,-5,-26,-8,-17,1
2018,2.0,1.0,2633,3,62,Tennessee Volunteers,74.3,36.2,15.9,6.4,4.5,12.3,44.1,75.5,38.4,26,9,13,2,8,4,14,17,12,0.743,0.867,0.667,2350,11,63,Loyola Chicago Ramblers,72.4,32.3,15.8,6.6,2.5,12.2,50.7,72.4,39.8,32,6,14,1,9,4,43,119,24,0.842,0.933,0.692,-8,-29,-102,-12,1
2018,2.0,1.0,2084,13,75,Buffalo Bulls,84.8,39.0,16.9,6.4,4.2,12.5,47.4,69.7,37.1,27,9,14,1,8,5,76,145,69,0.75,0.933,0.615,96,5,95,Kentucky Wildcats,76.7,38.8,13.5,5.6,4.8,13.1,46.9,69.3,35.8,26,11,16,2,4,6,19,16,17,0.703,0.889,0.4,8,57,129,52,1
2018,2.0,2.0,2752,1,70,Xavier Musketeers,84.3,38.4,16.6,5.8,2.9,12.4,49.1,79.0,36.9,29,6,17,1,9,2,13,40,5,0.829,0.944,0.818,52,9,75,Florida State Seminoles,81.8,38.0,15.3,6.7,5.2,13.0,47.4,68.5,35.1,23,12,13,2,4,7,29,20,21,0.657,0.867,0.364,-8,-16,20,-16,1
2018,2.0,2.0,153,2,65,North Carolina Tar Heels,82.0,42.5,18.2,5.7,4.3,12.0,46.0,74.1,36.4,26,11,12,3,7,5,8,1,9,0.703,0.8,0.583,245,7,86,Texas A&M Aggies,75.0,41.3,15.5,5.6,5.9,13.5,45.7,66.7,32.7,22,13,13,3,4,7,32,6,23,0.629,0.812,0.364,-5,-24,-5,-14,1
2018,2.0,2.0,130,3,64,Michigan Wolverines,74.5,33.3,14.8,6.3,3.2,9.1,47.1,65.9,36.9,33,8,15,1,6,5,12,28,3,0.805,0.938,0.545,248,6,63,Houston Cougars,78.1,38.9,15.0,6.4,3.2,12.2,46.9,71.4,38.9,27,8,15,0,7,5,18,67,19,0.771,1.0,0.583,-3,-6,-39,-16,0
2018,2.0,2.0,2250,4,90,Gonzaga Bulldogs,84.5,39.9,15.7,6.4,3.7,11.3,50.3,72.2,37.4,32,5,15,1,10,1,10,90,15,0.865,0.938,0.909,194,5,84,Ohio State Buckeyes,75.8,36.6,14.8,6.0,4.0,11.8,48.5,72.6,35.3,25,9,16,2,6,2,17,35,16,0.735,0.889,0.75,-1,-7,55,-1,0
2018,2.0,3.0,222,1,81,Villanova Wildcats,87.1,35.6,16.7,6.7,4.0,10.4,50.4,77.1,39.8,36,4,12,1,9,3,1,11,1,0.9,0.923,0.75,333,9,58,Alabama Crimson Tide,72.4,36.3,12.5,6.4,5.5,14.1,45.8,67.2,32.4,20,16,12,5,2,8,54,15,50,0.556,0.706,0.2,-8,-53,-4,-49,0
2018,2.0,3.0,2509,2,76,Purdue Boilermakers,81.1,35.0,16.7,5.8,5.0,10.7,49.7,74.3,42.0,30,7,16,1,8,2,4,34,8,0.811,0.941,0.8,2086,10,73,Butler Bulldogs,79.1,34.0,14.0,6.7,2.9,11.2,47.2,77.1,35.6,21,14,14,3,3,7,21,5,31,0.6,0.824,0.3,-8,-17,29,-23,0
2018,2.0,3.0,2641,3,69,Texas Tech Red Raiders,75.2,35.9,14.4,7.4,4.3,12.5,46.4,70.1,36.6,27,10,17,1,4,6,11,7,10,0.73,0.944,0.4,57,6,66,Florida Gators,76.1,35.1,13.0,6.9,4.7,9.8,43.4,71.9,37.5,21,13,12,5,5,4,25,18,36,0.618,0.706,0.556,-3,-14,-11,-26,0
2018,2.0,3.0,276,13,71,Marshall Thundering Herd,84.3,36.2,17.2,6.8,5.9,13.2,46.9,76.7,35.4,25,11,15,2,6,8,117,115,75,0.694,0.882,0.429,277,5,94,West Virginia Mountaineers,79.6,37.9,15.1,8.0,5.3,11.3,43.4,76.6,35.3,26,11,14,3,5,5,9,12,14,0.703,0.824,0.5,8,108,103,61,1
2018,2.0,4.0,2305,1,83,Kansas Jayhawks,81.5,35.2,17.0,6.6,4.2,11.7,49.8,70.0,40.3,31,8,14,4,7,3,7,3,4,0.795,0.778,0.7,2550,8,79,Seton Hall Pirates,79.0,38.2,15.8,6.3,3.5,12.8,46.8,69.3,36.4,22,12,14,3,5,6,27,19,25,0.647,0.824,0.455,-7,-20,-16,-21,0
2018,2.0,4.0,150,2,87,Duke Blue Devils,84.7,41.9,17.5,7.5,5.4,12.6,49.3,70.8,37.8,29,8,15,1,6,5,3,8,6,0.784,0.938,0.545,227,7,62,Rhode Island Rams,76.8,34.3,15.4,7.6,3.5,10.6,46.2,71.2,35.0,26,8,15,1,7,4,36,77,30,0.765,0.938,0.636,-5,-33,-69,-24,0
2018,2.0,4.0,127,3,53,Michigan State Spartans,81.0,40.8,19.3,4.1,7.4,13.2,50.4,75.1,41.3,30,5,16,1,8,1,6,60,7,0.857,0.941,0.889,183,11,55,Syracuse Orange,67.5,37.4,11.0,7.2,5.6,12.6,41.8,74.1,32.2,23,14,14,5,4,6,45,24,33,0.622,0.737,0.4,-8,-39,36,-26,1
2018,2.0,4.0,2,4,53,Auburn Tigers,83.4,38.2,14.4,7.4,5.4,12.3,43.9,78.6,36.6,26,8,15,1,7,4,23,65,18,0.765,0.938,0.636,228,5,84,Clemson Tigers,73.3,35.5,13.2,5.7,4.8,12.1,45.3,75.7,36.6,25,10,15,1,4,6,16,14,13,0.714,0.938,0.4,-1,7,51,5,1
2018,3.0,1.0,2306,9,61,Kansas State Wildcats,72.4,30.6,14.3,7.8,3.0,11.5,47.2,74.3,34.4,25,12,14,4,6,5,47,31,20,0.676,0.778,0.545,96,5,58,Kentucky Wildcats,76.7,38.8,13.5,5.6,4.8,13.1,46.9,69.3,35.8,26,11,16,2,4,6,19,16,17,0.703,0.889,0.4,4,28,15,3,0
2018,3.0,1.0,2440,7,68,Nevada Wolf Pack,83.1,36.0,16.4,6.3,4.1,9.9,46.8,74.7,39.8,29,8,14,1,11,3,31,82,28,0.784,0.933,0.786,2350,11,69,Loyola Chicago Ramblers,72.4,32.3,15.8,6.6,2.5,12.2,50.7,72.4,39.8,32,6,14,1,9,4,43,119,24,0.842,0.933,0.692,-4,-12,-37,4,1
2018,3.0,2.0,52,9,75,Florida State Seminoles,81.8,38.0,15.3,6.7,5.2,13.0,47.4,68.5,35.1,23,12,13,2,4,7,29,20,21,0.657,0.867,0.364,2250,4,60,Gonzaga Bulldogs,84.5,39.9,15.7,6.4,3.7,11.3,50.3,72.2,37.4,32,5,15,1,10,1,10,90,15,0.865,0.938,0.909,5,19,-70,6,0
2018,3.0,2.0,245,7,72,Texas A&M Aggies,75.0,41.3,15.5,5.6,5.9,13.5,45.7,66.7,32.7,22,13,13,3,4,7,32,6,23,0.629,0.812,0.364,130,3,99,Michigan Wolverines,74.5,33.3,14.8,6.3,3.2,9.1,47.1,65.9,36.9,33,8,15,1,6,5,12,28,3,0.805,0.938,0.545,4,20,-22,20,1
2018,3.0,3.0,222,1,90,Villanova Wildcats,87.1,35.6,16.7,6.7,4.0,10.4,50.4,77.1,39.8,36,4,12,1,9,3,1,11,1,0.9,0.923,0.75,277,5,78,West Virginia Mountaineers,79.6,37.9,15.1,8.0,5.3,11.3,43.4,76.6,35.3,26,11,14,3,5,5,9,12,14,0.703,0.824,0.5,-4,-8,-1,-13,0
2018,3.0,3.0,2509,2,65,Purdue Boilermakers,81.1,35.0,16.7,5.8,5.0,10.7,49.7,74.3,42.0,30,7,16,1,8,2,4,34,8,0.811,0.941,0.8,2641,3,78,Texas Tech Red Raiders,75.2,35.9,14.4,7.4,4.3,12.5,46.4,70.1,36.6,27,10,17,1,4,6,11,7,10,0.73,0.944,0.4,-1,-7,27,-2,1
2018,3.0,4.0,2305,1,80,Kansas Jayhawks,81.5,35.2,17.0,6.6,4.2,11.7,49.8,70.0,40.3,31,8,14,4,7,3,7,3,4,0.795,0.778,0.7,228,5,76,Clemson Tigers,73.3,35.5,13.2,5.7,4.8,12.1,45.3,75.7,36.6,25,10,15,1,4,6,16,14,13,0.714,0.938,0.4,-4,-9,-11,-9,0
2018,3.0,4.0,150,2,69,Duke Blue Devils,84.7,41.9,17.5,7.5,5.4,12.6,49.3,70.8,37.8,29,8,15,1,6,5,3,8,6,0.784,0.938,0.545,183,11,65,Syracuse Orange,67.5,37.4,11.0,7.2,5.6,12.6,41.8,74.1,32.2,23,14,14,5,4,6,45,24,33,0.622,0.737,0.4,-9,-42,-16,-27,0
2018,4.0,1.0,2306,9,62,Kansas State Wildcats,72.4,30.6,14.3,7.8,3.0,11.5,47.2,74.3,34.4,25,12,14,4,6,5,47,31,20,0.676,0.778,0.545,2350,11,78,Loyola Chicago Ramblers,72.4,32.3,15.8,6.6,2.5,12.2,50.7,72.4,39.8,32,6,14,1,9,4,43,119,24,0.842,0.933,0.692,-2,4,-88,-4,1
2018,4.0,2.0,52,9,54,Florida State Seminoles,81.8,38.0,15.3,6.7,5.2,13.0,47.4,68.5,35.1,23,12,13,2,4,7,29,20,21,0.657,0.867,0.364,130,3,58,Michigan Wolverines,74.5,33.3,14.8,6.3,3.2,9.1,47.1,65.9,36.9,33,8,15,1,6,5,12,28,3,0.805,0.938,0.545,6,17,-8,18,1
2018,4.0,3.0,222,1,71,Villanova Wildcats,87.1,35.6,16.7,6.7,4.0,10.4,50.4,77.1,39.8,36,4,12,1,9,3,1,11,1,0.9,0.923,0.75,2641,3,59,Texas Tech Red Raiders,75.2,35.9,14.4,7.4,4.3,12.5,46.4,70.1,36.6,27,10,17,1,4,6,11,7,10,0.73,0.944,0.4,-2,-10,4,-9,0
2018,4.0,4.0,2305,1,85,Kansas Jayhawks,81.5,35.2,17.0,6.6,4.2,11.7,49.8,70.0,40.3,31,8,14,4,7,3,7,3,4,0.795,0.778,0.7,150,2,81,Duke Blue Devils,84.7,41.9,17.5,7.5,5.4,12.6,49.3,70.8,37.8,29,8,15,1,6,5,3,8,6,0.784,0.938,0.545,-1,4,-5,-2,0
2018,5.0,1.0,2350,11,57,Loyola Chicago Ramblers,72.4,32.3,15.8,6.6,2.5,12.2,50.7,72.4,39.8,32,6,14,1,9,4,43,119,24,0.842,0.933,0.692,130,3,69,Michigan Wolverines,74.5,33.3,14.8,6.3,3.2,9.1,47.1,65.9,36.9,33,8,15,1,6,5,12,28,3,0.805,0.938,0.545,8,31,91,21,1
2018,5.0,2.0,222,1,95,Villanova Wildcats,87.1,35.6,16.7,6.7,4.0,10.4,50.4,77.1,39.8,36,4,12,1,9,3,1,11,1,0.9,0.923,0.75,2305,1,79,Kansas Jayhawks,81.5,35.2,17.0,6.6,4.2,11.7,49.8,70.0,40.3,31,8,14,4,7,3,7,3,4,0.795,0.778,0.7,0,-6,8,-3,0
2018,6.0,1.0,130,3,62,Michigan Wolverines,74.5,33.3,14.8,6.3,3.2,9.1,47.1,65.9,36.9,33,8,15,1,6,5,12,28,3,0.805,0.938,0.545,222,1,79,Villanova Wildcats,87.1,35.6,16.7,6.7,4.0,10.4,50.4,77.1,39.8,36,4,12,1,9,3,1,11,1,0.9,0.923,0.75,2,11,17,2,1
2019,1.0,1.0,150,1,85,Duke Blue Devils,83.5,41.8,15.9,9.5,6.8,13.1,47.7,69.0,30.2,32,6,15,2,7,2,3,6,2,0.842,0.882,0.778,2449,16,62,North Dakota State Bison,73.2,31.5,11.6,4.8,2.5,10.6,45.6,77.4,36.6,19,16,10,3,4,9,193,165,179,0.543,0.769,0.308,-15,-190,-159,-177,0
2019,1.0,1.0,127,2,76,Michigan State Spartans,79.2,41.0,19.1,5.3,5.5,13.0,48.8,75.0,38.3,32,7,15,1,8,4,4,1,3,0.821,0.938,0.667,71,15,65,Bradley Braves,66.6,34.4,12.1,5.4,3.8,12.6,43.4,69.3,36.6,20,15,10,6,5,8,171,226,162,0.571,0.625,0.385,-13,-167,-225,-159,0
2019,1.0,1.0,99,3,79,LSU Tigers,81.4,38.8,13.1,9.1,4.3,13.2,46.2,75.4,32.3,28,7,15,2,9,1,23,39,14,0.8,0.882,0.9,43,14,74,Yale Bulldogs,80.6,38.9,17.3,6.0,4.3,13.4,49.4,72.5,37.0,22,8,11,2,8,5,73,152,69,0.733,0.846,0.615,-11,-50,-113,-55,0
2019,1.0,1.0,259,4,66,Virginia Tech Hokies,74.0,32.6,15.3,6.7,2.3,11.4,47.5,75.8,39.4,26,9,14,2,5,5,11,37,16,0.743,0.875,0.5,139,13,52,Saint Louis Billikens,67.4,39.8,13.0,7.1,3.9,12.9,41.9,60.0,31.3,23,13,15,2,4,8,99,95,82,0.639,0.882,0.333,-9,-88,-58,-66,0
2019,1.0,1.0,344,5,76,Mississippi State Bulldogs,77.3,35.8,14.4,8.1,5.0,13.3,47.2,71.5,37.8,23,11,14,3,5,5,20,30,25,0.676,0.824,0.5,2335,12,80,Liberty Flames,74.0,32.8,14.9,6.4,2.7,11.0,49.0,77.1,36.7,29,7,16,1,11,3,58,204,57,0.806,0.941,0.786,-7,-38,-174,-32,1
2019,1.0,1.0,120,6,79,Maryland Terrapins,71.3,39.2,13.2,4.3,4.8,13.1,45.4,74.8,35.3,23,11,15,3,6,5,26,24,21,0.676,0.833,0.545,2057,11,77,Belmont Bruins,87.4,38.9,19.9,6.8,3.8,11.6,49.9,73.8,37.3,27,6,13,1,12,3,44,147,42,0.818,0.929,0.8,-5,-18,-123,-21,0
2019,1.0,1.0,97,7,76,Louisville Cardinals,74.5,38.2,13.4,4.5,3.0,12.3,43.4,77.5,34.2,20,14,14,4,5,6,19,10,31,0.588,0.778,0.455,135,10,86,Minnesota Golden Gophers,70.8,37.0,14.9,4.8,4.0,12.0,43.7,67.9,32.1,22,14,13,3,2,9,53,13,28,0.611,0.812,0.182,-3,-34,-3,3,1
2019,1.0,1.0,2670,8,58,VCU Rams,71.4,36.8,13.9,8.0,4.5,13.9,44.2,69.8,30.7,25,8,16,1,8,4,41,98,49,0.758,0.941,0.667,2116,9,73,UCF Knights,72.1,36.7,13.3,5.7,4.5,11.8,46.3,64.5,35.4,24,9,15,2,5,5,36,71,35,0.727,0.882,0.5,-1,5,27,14,1
2019,1.0,2.0,2250,1,87,Gonzaga Bulldogs,88.8,38.6,18.2,7.5,5.5,10.4,53.2,76.7,36.5,33,4,17,0,9,1,2,74,10,0.892,1.0,0.9,161,16,49,Fairleigh Dickinson Knights,75.4,32.9,14.1,7.7,3.6,13.4,47.8,73.2,40.4,21,14,13,4,7,9,196,318,194,0.6,0.765,0.438,-15,-194,-244,-184,0
2019,1.0,2.0,130,2,74,Michigan Wolverines,70.7,35.0,13.9,6.2,4.2,8.9,45.1,69.5,35.1,30,7,17,1,7,4,8,17,8,0.811,0.944,0.636,149,15,55,Montana Grizzlies,76.8,33.7,14.7,6.5,3.0,12.0,49.7,68.9,38.0,26,9,12,2,9,5,124,263,100,0.743,0.857,0.643,-13,-116,-246,-92,0
2019,1.0,2.0,2641,3,72,Texas Tech Red Raiders,73.1,34.3,14.0,7.4,4.9,12.4,47.2,72.8,36.8,31,7,17,1,6,3,6,22,5,0.816,0.944,0.667,94,14,57,Northern Kentucky Norse,79.1,37.0,17.1,6.2,4.0,12.4,48.1,66.5,36.6,26,9,17,1,7,7,91,254,93,0.743,0.944,0.5,-11,-85,-232,-88,0
2019,1.0,2.0,52,4,76,Florida State Seminoles,74.9,37.4,12.9,7.0,4.3,13.5,44.3,74.1,33.6,29,8,15,1,6,4,14,19,9,0.784,0.938,0.6,261,13,69,Vermont Catamounts,73.9,35.2,11.8,5.6,4.0,10.9,45.9,75.2,35.3,27,7,16,2,11,4,55,220,64,0.794,0.889,0.733,-9,-41,-201,-55,0
2019,1.0,2.0,269,5,64,Marquette Golden Eagles,77.7,38.1,13.6,4.8,4.2,13.9,45.9,75.9,39.3,24,10,16,3,6,4,32,59,32,0.706,0.842,0.6,93,12,83,Murray State Racers,83.3,37.9,18.1,7.6,4.6,12.1,49.6,73.8,34.8,28,5,15,1,10,3,46,193,41,0.848,0.938,0.769,-7,-14,-134,-9,1
2019,1.0,2.0,2084,6,91,Buffalo Bulls,84.9,41.1,16.9,7.3,4.1,11.7,46.2,69.1,33.5,32,4,14,0,12,3,24,100,19,0.889,1.0,0.8,9,11,74,Arizona State Sun Devils,77.8,40.0,13.6,6.2,3.2,13.6,44.7,67.1,34.1,23,11,13,3,6,5,60,70,54,0.676,0.812,0.545,-5,-36,30,-35,0
2019,1.0,2.0,2440,7,61,Nevada Wolf Pack,80.7,37.4,15.0,6.2,3.9,10.2,46.6,70.8,35.1,29,5,15,0,9,3,21,121,29,0.853,1.0,0.75,57,10,70,Florida Gators,68.3,33.5,12.2,7.2,3.7,11.8,42.7,71.8,33.5,20,16,9,6,5,6,30,15,44,0.556,0.6,0.455,-3,-9,106,-15,1
2019,1.0,2.0,183,8,69,Syracuse Orange,69.7,34.8,12.0,8.3,4.8,12.5,42.4,68.1,33.0,20,14,13,6,6,4,35,33,45,0.588,0.684,0.6,239,9,78,Baylor Bears,71.7,38.0,13.8,6.1,4.8,13.3,44.0,67.4,34.0,20,14,13,5,5,6,39,27,36,0.588,0.722,0.455,-1,-4,6,9,1
2019,1.0,3.0,258,1,71,Virginia Cavaliers,71.8,34.6,14.5,5.6,3.8,9.0,47.8,74.6,40.9,35,3,15,1,10,1,1,11,1,0.921,0.938,0.909,2241,16,56,Gardner-Webb Runnin' Bulldogs,78.3,34.4,14.5,6.9,2.9,11.5,48.8,71.1,39.1,23,12,13,0,8,9,140,205,133,0.657,1.0,0.471,-15,-139,-194,-132,0
2019,1.0,3.0,2633,2,77,Tennessee Volunteers,82.3,37.7,18.5,6.1,5.4,11.0,49.8,76.2,35.8,31,6,18,0,7,3,10,31,6,0.838,1.0,0.7,2142,15,70,Colgate Raiders,75.8,35.6,15.6,6.2,3.5,13.0,48.0,74.1,38.8,24,11,15,1,9,9,131,225,122,0.686,0.938,0.5,-13,-121,-194,-116,0
